source_id,relation_type,target_id
55,author_of,585
197,author_of,586
107,author_of,587
62,author_of,588
161,author_of,588
186,author_of,589
35,author_of,590
149,author_of,591
26,author_of,592
149,author_of,592
135,author_of,593
26,author_of,594
149,author_of,594
71,author_of,594
149,author_of,595
26,author_of,596
137,author_of,597
46,author_of,598
168,author_of,599
127,author_of,600
46,author_of,601
85,author_of,602
158,author_of,603
90,author_of,603
182,author_of,604
32,author_of,605
114,author_of,606
62,author_of,607
161,author_of,607
114,author_of,608
62,author_of,609
32,author_of,609
161,author_of,609
161,author_of,610
40,author_of,611
40,author_of,612
50,author_of,613
50,author_of,614
55,author_of,615
70,author_of,616
55,author_of,616
70,author_of,617
55,author_of,617
50,author_of,618
55,author_of,618
55,author_of,619
70,author_of,620
55,author_of,620
50,author_of,621
50,author_of,622
50,author_of,623
68,author_of,624
50,author_of,625
50,author_of,626
50,author_of,627
50,author_of,628
50,author_of,629
50,author_of,630
55,author_of,630
55,author_of,631
55,author_of,632
161,author_of,633
50,author_of,634
90,author_of,635
50,author_of,636
55,author_of,637
55,author_of,638
50,author_of,638
55,author_of,639
50,author_of,640
50,author_of,641
55,author_of,641
50,author_of,642
46,author_of,643
55,author_of,644
50,author_of,645
50,author_of,646
50,author_of,647
55,author_of,647
50,author_of,648
55,author_of,649
50,author_of,650
112,author_of,651
50,author_of,652
161,author_of,653
161,author_of,654
55,author_of,655
50,author_of,656
161,author_of,657
161,author_of,658
55,author_of,659
50,author_of,660
50,author_of,661
50,author_of,662
55,author_of,662
50,author_of,663
26,author_of,664
149,author_of,664
43,author_of,665
43,author_of,666
49,author_of,667
193,author_of,667
7,author_of,668
7,author_of,669
27,author_of,669
191,author_of,670
90,author_of,671
191,author_of,672
191,author_of,673
191,author_of,674
191,author_of,675
191,author_of,676
168,author_of,677
90,author_of,677
90,author_of,678
137,author_of,679
191,author_of,680
95,author_of,681
186,author_of,682
115,author_of,683
138,author_of,684
115,author_of,685
105,author_of,685
43,author_of,686
43,author_of,687
135,author_of,688
57,author_of,689
114,author_of,689
186,author_of,690
76,author_of,691
147,author_of,692
154,author_of,693
167,author_of,694
49,author_of,694
183,author_of,694
49,author_of,695
49,author_of,696
193,author_of,696
167,author_of,696
49,author_of,697
49,author_of,698
193,author_of,699
35,author_of,700
193,author_of,700
193,author_of,701
157,author_of,702
117,author_of,702
191,author_of,703
154,author_of,704
103,author_of,705
187,author_of,706
89,author_of,707
161,author_of,708
102,author_of,709
175,author_of,710
187,author_of,711
10,author_of,712
187,author_of,712
187,author_of,713
187,author_of,714
187,author_of,715
187,author_of,716
138,author_of,717
171,author_of,718
192,author_of,718
147,author_of,718
169,author_of,719
76,author_of,720
135,author_of,721
76,author_of,722
76,author_of,723
76,author_of,724
135,author_of,725
76,author_of,726
166,author_of,727
9,author_of,728
56,author_of,729
9,author_of,729
76,author_of,730
40,author_of,731
40,author_of,732
9,author_of,733
76,author_of,734
40,author_of,735
76,author_of,736
122,author_of,737
122,author_of,738
26,author_of,738
26,author_of,739
122,author_of,740
122,author_of,741
122,author_of,742
122,author_of,743
122,author_of,744
122,author_of,745
121,author_of,746
7,author_of,747
125,author_of,748
138,author_of,748
115,author_of,749
115,author_of,750
57,author_of,751
114,author_of,751
114,author_of,752
44,author_of,752
129,author_of,753
129,author_of,754
129,author_of,755
169,author_of,755
90,author_of,755
195,author_of,756
195,author_of,757
195,author_of,758
90,author_of,759
66,author_of,760
97,author_of,761
195,author_of,762
104,author_of,763
118,author_of,764
169,author_of,765
149,author_of,766
164,author_of,767
149,author_of,768
169,author_of,769
9,author_of,770
195,author_of,771
195,author_of,772
137,author_of,773
169,author_of,774
90,author_of,774
195,author_of,775
90,author_of,776
195,author_of,777
160,author_of,778
192,author_of,779
195,author_of,780
149,author_of,781
137,author_of,782
137,author_of,783
195,author_of,784
90,author_of,785
118,author_of,786
9,author_of,787
169,author_of,788
195,author_of,789
90,author_of,790
195,author_of,791
90,author_of,792
195,author_of,793
169,author_of,794
56,author_of,795
9,author_of,795
164,author_of,796
137,author_of,796
129,author_of,797
90,author_of,797
195,author_of,798
137,author_of,799
90,author_of,800
169,author_of,801
90,author_of,802
169,author_of,803
118,author_of,804
160,author_of,805
129,author_of,806
90,author_of,806
90,author_of,807
90,author_of,808
195,author_of,809
137,author_of,810
90,author_of,811
170,author_of,812
170,author_of,813
114,author_of,814
90,author_of,815
137,author_of,815
90,author_of,816
90,author_of,817
90,author_of,818
90,author_of,819
165,author_of,819
90,author_of,820
90,author_of,821
90,author_of,822
90,author_of,823
165,author_of,823
90,author_of,824
195,author_of,825
186,author_of,826
186,author_of,827
186,author_of,828
114,author_of,829
186,author_of,829
186,author_of,830
55,author_of,831
76,author_of,832
76,author_of,833
76,author_of,834
195,author_of,835
137,author_of,836
36,author_of,837
36,author_of,838
157,author_of,839
36,author_of,840
36,author_of,841
36,author_of,842
138,author_of,843
3,author_of,844
3,author_of,845
36,author_of,846
3,author_of,847
157,author_of,848
36,author_of,849
78,author_of,850
90,author_of,851
149,author_of,852
149,author_of,853
26,author_of,853
135,author_of,854
122,author_of,855
47,author_of,856
2,author_of,856
122,author_of,857
165,author_of,858
26,author_of,858
144,author_of,858
26,author_of,859
47,author_of,860
2,author_of,860
26,author_of,861
2,author_of,862
47,author_of,863
71,author_of,864
165,author_of,865
130,author_of,865
88,author_of,866
1,author_of,867
53,author_of,868
50,author_of,869
55,author_of,869
90,author_of,870
129,author_of,871
169,author_of,871
169,author_of,872
90,author_of,872
90,author_of,873
154,author_of,874
90,author_of,875
63,author_of,876
161,author_of,877
102,author_of,878
55,author_of,879
161,author_of,880
161,author_of,881
172,author_of,882
191,author_of,883
165,author_of,884
126,author_of,885
55,author_of,886
191,author_of,887
126,author_of,888
130,author_of,889
165,author_of,889
191,author_of,890
165,author_of,891
126,author_of,892
126,author_of,893
6,author_of,894
165,author_of,895
151,author_of,896
165,author_of,897
165,author_of,898
191,author_of,899
126,author_of,900
6,author_of,901
126,author_of,902
126,author_of,903
126,author_of,904
126,author_of,905
165,author_of,906
126,author_of,907
165,author_of,908
191,author_of,909
165,author_of,910
84,author_of,911
23,author_of,912
23,author_of,913
45,author_of,914
157,author_of,915
45,author_of,916
135,author_of,917
187,author_of,918
175,author_of,919
43,author_of,920
172,author_of,921
43,author_of,922
127,author_of,923
138,author_of,923
76,author_of,924
46,author_of,925
103,author_of,926
157,author_of,927
100,author_of,927
45,author_of,928
157,author_of,929
190,author_of,930
90,author_of,931
90,author_of,932
137,author_of,932
90,author_of,933
137,author_of,933
90,author_of,934
169,author_of,934
197,author_of,935
112,author_of,936
197,author_of,937
157,author_of,938
156,author_of,939
103,author_of,940
103,author_of,941
98,author_of,942
103,author_of,943
46,author_of,944
55,author_of,945
55,author_of,946
70,author_of,947
55,author_of,948
84,author_of,949
118,author_of,950
129,author_of,951
90,author_of,951
90,author_of,952
118,author_of,953
90,author_of,954
118,author_of,955
195,author_of,956
118,author_of,957
118,author_of,958
118,author_of,959
172,author_of,960
129,author_of,961
40,author_of,962
129,author_of,963
40,author_of,964
129,author_of,965
169,author_of,965
90,author_of,965
161,author_of,966
195,author_of,967
195,author_of,968
195,author_of,969
138,author_of,970
55,author_of,971
154,author_of,972
97,author_of,973
90,author_of,974
114,author_of,975
76,author_of,976
187,author_of,977
90,author_of,978
90,author_of,979
40,author_of,980
165,author_of,981
191,author_of,982
191,author_of,983
165,author_of,984
26,author_of,984
149,author_of,984
144,author_of,984
191,author_of,985
126,author_of,986
65,author_of,987
65,author_of,988
151,author_of,989
22,author_of,989
114,author_of,990
195,author_of,991
114,author_of,992
34,author_of,993
168,author_of,993
22,author_of,994
151,author_of,994
147,author_of,995
90,author_of,996
129,author_of,997
90,author_of,997
90,author_of,998
34,author_of,999
90,author_of,999
90,author_of,1000
195,author_of,1001
129,author_of,1002
90,author_of,1002
129,author_of,1003
90,author_of,1003
90,author_of,1004
169,author_of,1004
90,author_of,1005
137,author_of,1006
90,author_of,1007
169,author_of,1008
90,author_of,1009
185,author_of,1010
52,author_of,1011
20,author_of,1012
90,author_of,1012
90,author_of,1013
169,author_of,1014
20,author_of,1015
90,author_of,1015
169,author_of,1016
90,author_of,1016
90,author_of,1017
169,author_of,1018
90,author_of,1019
147,author_of,1020
147,author_of,1021
44,author_of,1022
57,author_of,1022
114,author_of,1022
192,author_of,1023
192,author_of,1024
195,author_of,1025
29,author_of,1026
29,author_of,1027
138,author_of,1028
115,author_of,1029
43,author_of,1030
43,author_of,1031
94,author_of,1032
112,author_of,1033
21,author_of,1034
112,author_of,1035
112,author_of,1036
112,author_of,1037
43,author_of,1038
112,author_of,1039
94,author_of,1040
43,author_of,1041
21,author_of,1042
138,author_of,1043
115,author_of,1044
138,author_of,1045
115,author_of,1046
115,author_of,1047
115,author_of,1048
115,author_of,1049
138,author_of,1050
115,author_of,1051
138,author_of,1052
140,author_of,1053
115,author_of,1054
138,author_of,1055
115,author_of,1056
115,author_of,1057
78,author_of,1058
120,author_of,1059
115,author_of,1059
115,author_of,1060
140,author_of,1061
115,author_of,1062
140,author_of,1063
120,author_of,1064
115,author_of,1065
115,author_of,1066
36,author_of,1067
68,author_of,1068
115,author_of,1069
92,author_of,1070
180,author_of,1071
20,author_of,1072
161,author_of,1073
106,author_of,1073
103,author_of,1074
104,author_of,1075
114,author_of,1076
44,author_of,1077
114,author_of,1077
44,author_of,1078
114,author_of,1078
114,author_of,1079
186,author_of,1079
114,author_of,1080
114,author_of,1081
59,author_of,1081
59,author_of,1082
114,author_of,1082
114,author_of,1083
186,author_of,1083
114,author_of,1084
163,author_of,1085
163,author_of,1086
77,author_of,1087
163,author_of,1087
114,author_of,1088
114,author_of,1089
197,author_of,1090
197,author_of,1091
197,author_of,1092
197,author_of,1093
197,author_of,1094
197,author_of,1095
85,author_of,1096
174,author_of,1097
46,author_of,1097
46,author_of,1098
191,author_of,1099
191,author_of,1100
81,author_of,1101
29,author_of,1102
45,author_of,1103
7,author_of,1104
158,author_of,1105
7,author_of,1106
7,author_of,1107
137,author_of,1108
95,author_of,1109
95,author_of,1110
95,author_of,1111
95,author_of,1112
95,author_of,1113
95,author_of,1114
95,author_of,1115
95,author_of,1116
95,author_of,1117
56,author_of,1118
9,author_of,1118
40,author_of,1119
156,author_of,1120
100,author_of,1120
40,author_of,1121
9,author_of,1122
9,author_of,1123
157,author_of,1124
156,author_of,1124
100,author_of,1124
9,author_of,1125
56,author_of,1125
45,author_of,1126
40,author_of,1127
9,author_of,1128
40,author_of,1129
9,author_of,1130
9,author_of,1131
195,author_of,1132
157,author_of,1133
195,author_of,1134
56,author_of,1135
9,author_of,1135
9,author_of,1136
195,author_of,1137
40,author_of,1138
9,author_of,1139
47,author_of,1140
47,author_of,1141
122,author_of,1142
99,author_of,1143
187,author_of,1144
55,author_of,1145
90,author_of,1146
85,author_of,1147
98,author_of,1148
98,author_of,1149
187,author_of,1149
195,author_of,1150
157,author_of,1151
156,author_of,1151
150,author_of,1151
100,author_of,1151
7,author_of,1152
45,author_of,1153
69,author_of,1154
157,author_of,1155
69,author_of,1155
7,author_of,1156
27,author_of,1156
29,author_of,1157
29,author_of,1158
29,author_of,1159
115,author_of,1160
195,author_of,1161
186,author_of,1162
7,author_of,1163
27,author_of,1163
7,author_of,1164
27,author_of,1164
7,author_of,1165
27,author_of,1165
7,author_of,1166
27,author_of,1166
7,author_of,1167
27,author_of,1167
7,author_of,1168
27,author_of,1168
7,author_of,1169
7,author_of,1170
27,author_of,1170
7,author_of,1171
7,author_of,1172
27,author_of,1172
187,author_of,1173
187,author_of,1174
187,author_of,1175
187,author_of,1176
42,author_of,1177
187,author_of,1177
42,author_of,1178
187,author_of,1178
90,author_of,1179
187,author_of,1180
187,author_of,1181
187,author_of,1182
187,author_of,1183
187,author_of,1184
187,author_of,1185
187,author_of,1186
80,author_of,1187
42,author_of,1187
187,author_of,1187
187,author_of,1188
80,author_of,1189
187,author_of,1189
42,author_of,1189
103,author_of,1190
187,author_of,1191
42,author_of,1192
187,author_of,1193
187,author_of,1194
187,author_of,1195
187,author_of,1196
187,author_of,1197
187,author_of,1198
187,author_of,1199
10,author_of,1200
187,author_of,1201
187,author_of,1202
187,author_of,1203
187,author_of,1204
187,author_of,1205
187,author_of,1206
10,author_of,1207
187,author_of,1207
187,author_of,1208
187,author_of,1209
187,author_of,1210
187,author_of,1211
187,author_of,1212
187,author_of,1213
42,author_of,1214
187,author_of,1214
187,author_of,1215
187,author_of,1216
187,author_of,1217
187,author_of,1218
187,author_of,1219
187,author_of,1220
42,author_of,1221
187,author_of,1221
103,author_of,1222
187,author_of,1223
187,author_of,1224
42,author_of,1225
187,author_of,1225
187,author_of,1226
187,author_of,1227
42,author_of,1228
187,author_of,1228
187,author_of,1229
187,author_of,1230
42,author_of,1231
187,author_of,1231
10,author_of,1232
187,author_of,1232
187,author_of,1233
187,author_of,1234
187,author_of,1235
90,author_of,1236
187,author_of,1237
10,author_of,1238
187,author_of,1238
187,author_of,1239
187,author_of,1240
187,author_of,1241
187,author_of,1242
187,author_of,1243
187,author_of,1244
187,author_of,1245
187,author_of,1246
187,author_of,1247
187,author_of,1248
187,author_of,1249
42,author_of,1250
187,author_of,1250
187,author_of,1251
187,author_of,1252
187,author_of,1253
10,author_of,1254
187,author_of,1254
42,author_of,1255
187,author_of,1255
187,author_of,1256
187,author_of,1257
187,author_of,1258
42,author_of,1258
187,author_of,1259
165,author_of,1260
165,author_of,1261
165,author_of,1262
126,author_of,1263
165,author_of,1264
191,author_of,1265
165,author_of,1266
85,author_of,1267
165,author_of,1268
191,author_of,1269
191,author_of,1270
126,author_of,1271
126,author_of,1272
191,author_of,1273
126,author_of,1274
165,author_of,1275
38,author_of,1276
165,author_of,1277
165,author_of,1278
114,author_of,1279
103,author_of,1280
103,author_of,1281
47,author_of,1282
40,author_of,1283
47,author_of,1284
40,author_of,1285
197,author_of,1286
197,author_of,1287
195,author_of,1288
195,author_of,1289
194,author_of,1289
195,author_of,1290
118,author_of,1291
118,author_of,1292
90,author_of,1293
118,author_of,1294
118,author_of,1295
118,author_of,1296
90,author_of,1297
118,author_of,1298
137,author_of,1299
118,author_of,1300
193,author_of,1301
161,author_of,1302
43,author_of,1303
161,author_of,1304
22,author_of,1305
90,author_of,1306
137,author_of,1306
29,author_of,1307
29,author_of,1308
29,author_of,1309
139,author_of,1310
129,author_of,1311
129,author_of,1312
90,author_of,1312
151,author_of,1313
22,author_of,1313
39,author_of,1314
151,author_of,1314
22,author_of,1314
151,author_of,1315
22,author_of,1315
43,author_of,1316
90,author_of,1317
7,author_of,1318
7,author_of,1319
49,author_of,1320
154,author_of,1321
154,author_of,1322
191,author_of,1323
103,author_of,1324
90,author_of,1325
169,author_of,1325
90,author_of,1326
172,author_of,1327
111,author_of,1328
135,author_of,1329
165,author_of,1330
90,author_of,1331
165,author_of,1331
122,author_of,1332
47,author_of,1333
59,author_of,1334
114,author_of,1334
76,author_of,1335
165,author_of,1336
129,author_of,1337
169,author_of,1337
3,author_of,1338
111,author_of,1339
26,author_of,1340
122,author_of,1341
138,author_of,1342
172,author_of,1343
22,author_of,1344
147,author_of,1344
149,author_of,1345
7,author_of,1346
126,author_of,1347
47,author_of,1348
187,author_of,1349
131,author_of,1350
138,author_of,1351
138,author_of,1352
190,author_of,1353
22,author_of,1354
90,author_of,1355
90,author_of,1356
169,author_of,1356
172,author_of,1357
135,author_of,1358
7,author_of,1359
76,author_of,1360
90,author_of,1361
93,author_of,1362
47,author_of,1363
26,author_of,1364
147,author_of,1365
196,author_of,1366
90,author_of,1367
169,author_of,1367
147,author_of,1368
160,author_of,1369
90,author_of,1370
83,author_of,1371
90,author_of,1372
169,author_of,1372
138,author_of,1373
90,author_of,1374
135,author_of,1375
126,author_of,1376
90,author_of,1377
133,author_of,1378
22,author_of,1379
122,author_of,1380
46,author_of,1381
152,author_of,1381
7,author_of,1382
7,author_of,1383
27,author_of,1383
165,author_of,1384
149,author_of,1385
149,author_of,1386
90,author_of,1387
137,author_of,1387
146,author_of,1388
36,author_of,1389
39,author_of,1390
151,author_of,1390
22,author_of,1390
39,author_of,1391
151,author_of,1391
22,author_of,1391
22,author_of,1392
39,author_of,1393
151,author_of,1393
22,author_of,1393
43,author_of,1394
169,author_of,1395
90,author_of,1395
169,author_of,1396
90,author_of,1396
183,author_of,1397
49,author_of,1397
114,author_of,1398
135,author_of,1399
169,author_of,1400
137,author_of,1401
114,author_of,1402
167,author_of,1403
49,author_of,1403
183,author_of,1403
34,author_of,1404
114,author_of,1404
114,author_of,1405
114,author_of,1406
90,author_of,1407
169,author_of,1407
129,author_of,1408
90,author_of,1408
49,author_of,1409
114,author_of,1410
90,author_of,1411
20,author_of,1411
114,author_of,1412
168,author_of,1413
90,author_of,1413
34,author_of,1413
90,author_of,1414
114,author_of,1415
169,author_of,1416
90,author_of,1416
114,author_of,1417
132,author_of,1418
132,author_of,1419
90,author_of,1420
169,author_of,1420
157,author_of,1421
90,author_of,1422
137,author_of,1422
195,author_of,1423
195,author_of,1424
195,author_of,1425
195,author_of,1426
195,author_of,1427
195,author_of,1428
195,author_of,1429
195,author_of,1430
157,author_of,1431
156,author_of,1431
150,author_of,1431
156,author_of,1432
161,author_of,1433
161,author_of,1434
172,author_of,1435
43,author_of,1436
91,author_of,1437
172,author_of,1437
172,author_of,1438
186,author_of,1439
40,author_of,1440
40,author_of,1441
40,author_of,1442
40,author_of,1443
40,author_of,1444
40,author_of,1445
40,author_of,1446
40,author_of,1447
40,author_of,1448
169,author_of,1449
90,author_of,1449
94,author_of,1450
114,author_of,1451
34,author_of,1451
114,author_of,1452
59,author_of,1453
114,author_of,1453
59,author_of,1454
114,author_of,1454
161,author_of,1455
34,author_of,1456
114,author_of,1456
143,author_of,1457
114,author_of,1457
102,author_of,1458
34,author_of,1459
114,author_of,1459
44,author_of,1460
114,author_of,1460
114,author_of,1461
44,author_of,1462
114,author_of,1462
57,author_of,1462
114,author_of,1463
106,author_of,1464
161,author_of,1464
161,author_of,1465
114,author_of,1466
114,author_of,1467
48,author_of,1468
114,author_of,1469
34,author_of,1470
106,author_of,1471
161,author_of,1471
45,author_of,1472
120,author_of,1473
115,author_of,1473
48,author_of,1474
163,author_of,1475
102,author_of,1476
161,author_of,1476
161,author_of,1477
114,author_of,1478
59,author_of,1479
114,author_of,1479
32,author_of,1480
77,author_of,1481
34,author_of,1482
57,author_of,1482
114,author_of,1482
129,author_of,1483
90,author_of,1483
182,author_of,1484
28,author_of,1485
112,author_of,1486
77,author_of,1487
102,author_of,1488
161,author_of,1488
102,author_of,1489
102,author_of,1490
169,author_of,1491
149,author_of,1492
97,author_of,1493
161,author_of,1494
182,author_of,1495
7,author_of,1496
27,author_of,1496
7,author_of,1497
7,author_of,1498
27,author_of,1498
99,author_of,1499
99,author_of,1500
99,author_of,1501
99,author_of,1502
49,author_of,1503
138,author_of,1503
35,author_of,1503
154,author_of,1504
154,author_of,1505
127,author_of,1506
95,author_of,1507
95,author_of,1508
95,author_of,1509
137,author_of,1510
137,author_of,1511
90,author_of,1511
115,author_of,1512
115,author_of,1513
115,author_of,1514
115,author_of,1515
115,author_of,1516
115,author_of,1517
126,author_of,1518
126,author_of,1519
20,author_of,1520
90,author_of,1520
195,author_of,1521
195,author_of,1522
195,author_of,1523
195,author_of,1524
195,author_of,1525
195,author_of,1526
195,author_of,1527
195,author_of,1528
195,author_of,1529
195,author_of,1530
195,author_of,1531
195,author_of,1532
140,author_of,1533
187,author_of,1534
187,author_of,1535
187,author_of,1536
147,author_of,1537
43,author_of,1538
43,author_of,1539
191,author_of,1540
90,author_of,1541
66,author_of,1542
160,author_of,1542
118,author_of,1543
7,author_of,1544
113,author_of,1545
115,author_of,1546
115,author_of,1547
24,author_of,1548
36,author_of,1548
177,author_of,1549
36,author_of,1549
138,author_of,1550
128,author_of,1551
138,author_of,1551
177,author_of,1552
36,author_of,1552
125,author_of,1553
101,author_of,1553
138,author_of,1553
36,author_of,1554
146,author_of,1554
36,author_of,1555
108,author_of,1556
108,author_of,1557
186,author_of,1558
186,author_of,1559
108,author_of,1560
108,author_of,1561
186,author_of,1562
108,author_of,1563
186,author_of,1564
129,author_of,1565
169,author_of,1565
90,author_of,1565
129,author_of,1566
90,author_of,1566
169,author_of,1567
129,author_of,1568
129,author_of,1569
90,author_of,1569
129,author_of,1570
129,author_of,1571
169,author_of,1571
90,author_of,1572
129,author_of,1573
129,author_of,1574
169,author_of,1574
90,author_of,1574
129,author_of,1575
90,author_of,1575
169,author_of,1576
