paper_uri,title,year,venue_text,venue_uri,rdf_types,total_authors,paderborn_authors
https://dblp.org/rec/data/10/SherifSSANN23a,INGRIDKG: A FAIR Knowledge Graph of Graffiti.,2023,,https://dblp.org/streams/repo/zenodo,Publication,6,https://dblp.org/pid/145/1160 | https://dblp.org/pid/65/4336
https://dblp.org/rec/data/10/WachsmuthTSEP14,ArguAna TripAdvisor.,2014,,https://dblp.org/streams/repo/zenodo,Publication,5,https://dblp.org/pid/e/GregorEngels
https://dblp.org/rec/data/10/SherifSSANN23,INGRIDKG: A FAIR Knowledge Graph of Graffiti.,2023,,https://dblp.org/streams/repo/zenodo,Publication,6,https://dblp.org/pid/145/1160 | https://dblp.org/pid/65/4336
https://dblp.org/rec/data/10/DoKHAB22,Debugging Static Analysis.,2022,,https://dblp.org/streams/repo/ieeedataport,Publication,5,https://dblp.org/pid/94/5744
https://dblp.org/rec/data/10/JalotaTMNU20,dice-group/DBpedia-Chatlog-Analysis - Code for the paper: An Approach for Ex-Post-Facto Analysis of Knowledge Graph-Driven Chatbots - The DBpedia Chatbot.,2020,,https://dblp.org/streams/repo/zenodo,Publication,5,https://dblp.org/pid/65/4336
https://dblp.org/rec/data/10/HeindorfPSE15,Wikidata Vandalism Corpus 2015 (WDVC-15).,2015,,https://dblp.org/streams/repo/zenodo,Publication,4,https://dblp.org/pid/e/GregorEngels
https://dblp.org/rec/data/10/DannHB23b,UpCy: Safely Updating Outdated Dependencies.,2023,,https://dblp.org/streams/repo/zenodo,Publication,3,https://dblp.org/pid/94/5744
https://dblp.org/rec/data/10/BondarenkoWHBNSBHP22a,Webis Causal Question Answering 2022.,2022,,https://dblp.org/streams/repo/zenodo,Publication,9,https://dblp.org/pid/65/4336
https://dblp.org/rec/data/10/DannHB23a,UpCy: Safely Updating Outdated Dependencies.,2023,,https://dblp.org/streams/repo/zenodo,Publication,3,https://dblp.org/pid/94/5744
https://dblp.org/rec/data/10/WachsmuthB11,Language Function Analysis 2011 Corpus (LFA-11).,2011,,https://dblp.org/streams/repo/zenodo,Publication,2,https://dblp.org/pid/127/6615
https://dblp.org/rec/data/10/KrugerSAB20,CogniCrypt_GEN - Generating Code for the Secure Use of Crypto APIs (Artefact).,2020,,https://dblp.org/streams/repo/zenodo,Publication,4,https://dblp.org/pid/94/5744
https://dblp.org/rec/data/10/BaumannLS12,Paderborn Genre Analysis Corpus 2012 (PaGA-12).,2012,,https://dblp.org/streams/repo/zenodo,Publication,3,https://dblp.org/pid/86/4463-2 | https://dblp.org/pid/17/2025
https://dblp.org/rec/data/10/SvetlanaHSSMVN21,CovidPubGraph: A FAIR Knowledge Graph of COVID-19 Publications.,2021,,https://dblp.org/streams/repo/zenodo,Publication,7,https://dblp.org/pid/145/1160 | https://dblp.org/pid/168/1542 | https://dblp.org/pid/65/4336
https://dblp.org/rec/series/synthesis/2021Hogan,Knowledge Graphs,2021,"Synthesis Lectures on Data, Semantics, and Knowledge",https://dblp.org/streams/series/synthesis-wbe,Publication,18,https://dblp.org/pid/65/4336
https://dblp.org/rec/series/sfsc/LeiteG15,Incremental Granular Fuzzy Modeling Using Imprecise Data Streams.,2015,Fifty Years of Fuzzy Logic and its Applications,https://dblp.org/streams/series/sfsc,Publication,2,https://dblp.org/pid/228/3129
https://dblp.org/rec/series/sfsc/LeiteG12,Evolving Linguistic Fuzzy Models from Data Streams.,2012,Combining Experimentation and Theory,https://dblp.org/streams/series/sfsc,Publication,2,https://dblp.org/pid/228/3129
https://dblp.org/rec/series/ssw/MoussallemSN20,Generating Explanations in Natural Language from Knowledge Graphs.,2020,Knowledge Graphs for eXplainable Artificial Intelligence,https://dblp.org/streams/series/ssw,Publication,3,https://dblp.org/pid/168/1542 | https://dblp.org/pid/65/4336
https://dblp.org/rec/series/ssw/RoderS0CN20,Benchmarking the Lifecycle of Knowledge Graphs.,2020,Knowledge Graphs for eXplainable Artificial Intelligence,https://dblp.org/streams/series/ssw,Publication,5,https://dblp.org/pid/145/1160 | https://dblp.org/pid/65/4336
https://dblp.org/rec/series/ncs/SekaninaWKP11,Evolution of Electronic Circuits.,2011,Cartesian Genetic Programming,https://dblp.org/streams/series/ncs,Publication,4,https://dblp.org/pid/68/3728
https://dblp.org/rec/series/ncs/LewisPRTY16,Self-aware Computing: Introduction and Motivation.,2016,Self-aware Computing Systems,https://dblp.org/streams/series/ncs,Publication,5,https://dblp.org/pid/68/3728
https://dblp.org/rec/series/ncs/WalkerMKP11,Problem Decomposition in Cartesian Genetic Programming.,2011,Cartesian Genetic Programming,https://dblp.org/streams/series/ncs,Publication,4,https://dblp.org/pid/68/3728
https://dblp.org/rec/series/ncs/LewisPRTY16a,Conclusions and Outlook.,2016,Self-aware Computing Systems,https://dblp.org/streams/series/ncs,Publication,5,https://dblp.org/pid/68/3728
https://dblp.org/rec/series/ncs/AgneHLPP16,Self-aware Compute Nodes.,2016,Self-aware Computing Systems,https://dblp.org/streams/series/ncs,Publication,5,https://dblp.org/pid/76/5938 | https://dblp.org/pid/68/3728
https://dblp.org/rec/series/hhl/Peckhaus04,Schr\u00F6der's logic.,2004,The Rise of Modern Logic: From Leibniz to Frege,https://dblp.org/streams/series/hhl,Publication,1,https://dblp.org/pid/70/7024
https://dblp.org/rec/series/faia/BuningB21,Theory of Quantified Boolean Formulas.,2021,Handbook of Satisfiability,https://dblp.org/streams/series/faia,Publication,2,https://dblp.org/pid/k/HKleineBuning
https://dblp.org/rec/series/faia/BuningK21,Minimal Unsatisfiability and Autarkies.,2021,Handbook of Satisfiability,https://dblp.org/streams/series/faia,Publication,2,https://dblp.org/pid/k/HKleineBuning
https://dblp.org/rec/series/faia/NgomoDKHKB23,Class Expression Learning with Multiple Representations.,2023,Compendium of Neurosymbolic Artificial Intelligence,https://dblp.org/streams/series/faia,Publication,6,https://dblp.org/pid/65/4336
https://dblp.org/rec/series/faia/BuningB09,Theory of Quantified Boolean Formulas.,2009,Handbook of Satisfiability,https://dblp.org/streams/series/faia,Publication,2,https://dblp.org/pid/k/HKleineBuning
https://dblp.org/rec/series/faia/BuningK09,Minimal Unsatisfiability and Autarkies.,2009,Handbook of Satisfiability,https://dblp.org/streams/series/faia,Publication,2,https://dblp.org/pid/k/HKleineBuning
https://dblp.org/rec/series/gidiss/Spath19,Synchronisierte Pushdown Systeme f\u00FCr Datenfluss-Analysen.,2019,Ausgezeichnete Informatikdissertationen,https://dblp.org/streams/series/gidiss,Publication,1,https://dblp.org/pid/174/1998
https://dblp.org/rec/series/lncs/BalkeniusFJT08,Anticipation in Attention.,2008,The Challenge of Anticipation,https://dblp.org/streams/series/lncs,Publication,4,https://dblp.org/pid/f/AlexanderFoerster
https://dblp.org/rec/series/lncs/0001JHP16,Algorithm Engineering Aspects of Real-Time Rendering Algorithms.,2016,Algorithm Engineering,https://dblp.org/streams/series/lncs,Publication,4,https://dblp.org/pid/84/1558-1 | https://dblp.org/pid/h/FMaufderHeide
https://dblp.org/rec/series/lncs/DaymudeHRS19,Computing by Programmable Particles.,2019,Distributed Computing by Mobile Entities,https://dblp.org/streams/series/lncs,Publication,4,https://dblp.org/pid/s/ChristianScheideler
https://dblp.org/rec/series/lncs/PezzuloBCFBBFGHKKJLLMMOPPPT08,Endowing Artificial Systems with Anticipatory Capabilities: Success Cases.,2008,The Challenge of Anticipation,https://dblp.org/streams/series/lncs,Publication,21,https://dblp.org/pid/f/AlexanderFoerster
https://dblp.org/rec/series/lncs/BlomerL0S16,Theoretical Analysis of the k-Means Algorithm - A Survey.,2016,Algorithm Engineering,https://dblp.org/streams/series/lncs,Publication,4,https://dblp.org/pid/33/2110
https://dblp.org/rec/series/lncs/WredeRHS09,Towards Learning by Interacting.,2009,Creating Brain-Like Intelligence,https://dblp.org/streams/series/lncs,Publication,4,https://dblp.org/pid/79/6049
https://dblp.org/rec/series/lncs/KnuppelKTBKBS20,Using Abstract Contracts for Verifying Evolving Features and Their Interactions.,2020,20 Years of KeY,https://dblp.org/streams/series/lncs,Publication,7,https://dblp.org/pid/94/5744
https://dblp.org/rec/series/lncs/GieseS13,Model-Driven Development of Safe Self-optimizing Mechatronic Systems with MechatronicUML.,2013,Assurances for Self-Adaptive Systems,https://dblp.org/streams/series/lncs,Publication,2,https://dblp.org/pid/31/5809
https://dblp.org/rec/series/lncs/KlingH19,Continuous Protocols for Swarm Robotics.,2019,Distributed Computing by Mobile Entities,https://dblp.org/streams/series/lncs,Publication,2,https://dblp.org/pid/h/FMaufderHeide
https://dblp.org/rec/series/ifip/PasseyBCHLMMOTTW21,Computers and Education - Recognising Opportunities and Managing Challenges - IFIP TC3 - Technical Committee on Education.,2021,IFIP's Exciting First 60+ Years,https://dblp.org/streams/series/ifip,Publication,11,https://dblp.org/pid/48/4209
https://dblp.org/rec/series/sci/NguyenH15,Using Conditional Copula to Estimate Value-at-Risk in Vietnam's Foreign Exchange Market.,2015,Econometrics of Risk,https://dblp.org/streams/series/sci,Publication,2,https://dblp.org/pid/164/2698
https://dblp.org/rec/series/sci/Szwillus11,Task Models in the Context of User Interface Development.,2011,Model-Driven Development of Advanced User Interfaces,https://dblp.org/streams/series/sci,Publication,1,https://dblp.org/pid/06/456
https://dblp.org/rec/series/sci/SchutzeWOD13,Set Oriented Methods for the Numerical Treatment of Multiobjective Optimization Problems.,2013,EVOLVE,https://dblp.org/streams/conf/evolve,Publication,4,https://dblp.org/pid/81/3518
https://dblp.org/rec/series/sci/Sauer11,Applying Meta-Modeling for the Definition of Model-Driven Development Methods of Advanced User Interfaces.,2011,Model-Driven Development of Advanced User Interfaces,https://dblp.org/streams/series/sci,Publication,1,https://dblp.org/pid/07/2093-1
https://dblp.org/rec/conf/dac/BruckKKR86,Synthesis of concurrent modular controllers from algorithmic descriptions.,1986,DAC,https://dblp.org/streams/conf/dac,Publication,4,https://dblp.org/pid/00/2717 | https://dblp.org/pid/r/FranzJosefRammig
https://dblp.org/rec/conf/dac/WitschenWRP22,Search space characterization for approximate logic synthesis.,2022,DAC,https://dblp.org/streams/conf/dac,Publication,4,https://dblp.org/pid/60/10319 | https://dblp.org/pid/68/3728
https://dblp.org/rec/conf/dac/MeyerST97,Design and Synthesis of Array Structured Telecommunication Processing Applications.,1997,DAC,https://dblp.org/streams/conf/dac,Publication,3,https://dblp.org/pid/34/34-2
https://dblp.org/rec/conf/dac/MeyerC93,Fast Hierarchical Multi-Level Fault Simulation of Sequential Circuits with Switch-Level Accuracy.,1993,DAC,https://dblp.org/streams/conf/dac,Publication,2,https://dblp.org/pid/34/34-2
https://dblp.org/rec/conf/dac/OetjensBBBBCCDEGKKLM0MPPRRRSSTV14,Safety Evaluation of Automotive Electronics Using Virtual Prototypes: State of the Art and Research Challenges.,2014,DAC,https://dblp.org/streams/conf/dac,Publication,25,https://dblp.org/pid/63/4934-1 | https://dblp.org/pid/m/WMuller3
https://dblp.org/rec/conf/dac/SeawrightM98,Partitioning and Optimizing Controllers Synthesized from Hierarchical High-Level Descriptions.,1998,DAC,https://dblp.org/streams/conf/dac,Publication,2,https://dblp.org/pid/34/34-2
https://dblp.org/rec/conf/dac/Rammig77,A concept for the editing of hardware resulting in an automatic hardware-editor.,1977,DAC,https://dblp.org/streams/conf/dac,Publication,1,https://dblp.org/pid/r/FranzJosefRammig
https://dblp.org/rec/conf/igarss/ZinkeN18,Discovering and Linking Spatio-Temporal Big Linked Data.,2018,IGARSS,https://dblp.org/streams/conf/igarss,Publication,2,https://dblp.org/pid/65/4336
https://dblp.org/rec/conf/sigir/HeindorfPSE15,Towards Vandalism Detection in Knowledge Bases: Corpus Construction and Analysis.,2015,SIGIR,https://dblp.org/streams/conf/sigir,Publication,4,https://dblp.org/pid/e/GregorEngels
https://dblp.org/rec/conf/sigir/ChoiMVKN17,SIGIR 2017 Workshop on Open Knowledge Base and Question Answering (OKBQA2017).,2017,SIGIR,https://dblp.org/streams/conf/sigir,Publication,5,https://dblp.org/pid/65/4336
https://dblp.org/rec/conf/fiff/Magenheim94,Kooperatives Lernen in vernetzten Systemen.,1995,FIFF Jahrestagung,https://dblp.org/streams/conf/fiff,Publication,1,https://dblp.org/pid/48/4209
https://dblp.org/rec/conf/fiff/DonhoffHMR94,zur Arbeitsgruppe \,1995,FIFF Jahrestagung,https://dblp.org/streams/conf/fiff,Publication,4,https://dblp.org/pid/48/4209
https://dblp.org/rec/conf/sysose/GrasslerW23,Customized impact analyses for technical engineering changes.,2023,SoSE,https://dblp.org/streams/conf/sysose,Publication,2,https://dblp.org/pid/92/6400
https://dblp.org/rec/conf/sysose/GraesslerHS16,Enhancing systems engineering by scenario-based anticipation of future developments.,2016,SoSE,https://dblp.org/streams/conf/sysose,Publication,3,https://dblp.org/pid/92/6400
https://dblp.org/rec/conf/sysose/GraesslerHO18,Systems Engineering competencies in academic education : An industrial survey about skills in Systems Engineering.,2018,SoSE,https://dblp.org/streams/conf/sysose,Publication,3,https://dblp.org/pid/92/6400
https://dblp.org/rec/conf/sutc/WoehrlePLBT08,EvAnT: Analysis and Checking of Event Traces for Wireless Sensor Networks.,2008,SUTC,https://dblp.org/streams/conf/sutc,Publication,5,https://dblp.org/pid/76/5938
https://dblp.org/rec/conf/fuzzing/KummitaMBW24,Visualization Task Taxonomy to Understand the Fuzzing Internals (Registered Report).,2024,FUZZING,https://dblp.org/streams/conf/fuzzing,Publication,4,https://dblp.org/pid/94/5744
https://dblp.org/rec/conf/wg/HeckmannKMU91,Optimal Embedding of Complete Binary Trees into Lines and Grids.,1992,WG,https://dblp.org/streams/conf/wg,Publication,4,https://dblp.org/pid/m/BurkhardMonien
https://dblp.org/rec/conf/wg/MonienS81,Four Approximation Algorithms for the Feedback Vertex Set Problem.,1982,WG,https://dblp.org/streams/conf/wg,Publication,2,https://dblp.org/pid/m/BurkhardMonien
https://dblp.org/rec/conf/wg/Heide01,Invited Presentation: Data Management in Networks.,2001,WG,https://dblp.org/streams/conf/wg,Publication,1,https://dblp.org/pid/h/FMaufderHeide
https://dblp.org/rec/conf/wg/Monien82,The Complexity of Determing a Shortest Cycle of Even Length.,1983,WG,https://dblp.org/streams/conf/wg,Publication,1,https://dblp.org/pid/m/BurkhardMonien
https://dblp.org/rec/conf/wg/Monien83,The Complexity of Determining Paths of Length k.,1984,WG,https://dblp.org/streams/conf/wg,Publication,1,https://dblp.org/pid/m/BurkhardMonien
https://dblp.org/rec/conf/wg/Monien80,Bounding the Bandwidth of NP-Complete Problems.,1981,WG,https://dblp.org/streams/conf/wg,Publication,2,https://dblp.org/pid/m/BurkhardMonien
https://dblp.org/rec/conf/wg/ElsasserO10,Efficient Broadcasting in Random Power Law Networks.,2010,WG,https://dblp.org/streams/conf/wg,Publication,2,https://dblp.org/pid/72/8725
https://dblp.org/rec/conf/wg/WiegersM88,Bandwidth and Profile Minimization.,1989,WG,https://dblp.org/streams/conf/wg,Publication,2,https://dblp.org/pid/m/BurkhardMonien
https://dblp.org/rec/conf/wg/EngelsS82,Specification of a Programming Support Environment by Graph Grammars.,1983,WG,https://dblp.org/streams/conf/wg,Publication,2,https://dblp.org/pid/e/GregorEngels | https://dblp.org/pid/31/5809
https://dblp.org/rec/conf/wg/HeideW95,Hot-Potato Routing on Multi-Dimensional Tori.,1995,WG,https://dblp.org/streams/conf/wg,Publication,2,https://dblp.org/pid/h/FMaufderHeide
https://dblp.org/rec/conf/wg/MenzelM89,WEighted Parallel Triangulation of Simple Polygons.,1990,WG,https://dblp.org/streams/conf/wg,Publication,2,https://dblp.org/pid/m/BurkhardMonien
https://dblp.org/rec/conf/wg/BezrukovEMPT00,New Spectral Lower Bounds on the Bisection Width of Graphs.,2000,WG,https://dblp.org/streams/conf/wg,Publication,5,https://dblp.org/pid/m/BurkhardMonien
https://dblp.org/rec/conf/csl/BuningLS88,Loop Detection in Propositional Prolog Programs.,1989,CSL,https://dblp.org/streams/conf/csl,Publication,3,https://dblp.org/pid/k/HKleineBuning
https://dblp.org/rec/conf/csl/FlogelKB90,Subclasses of Quantified Boolean Formulas.,1991,CSL,https://dblp.org/streams/conf/csl,Publication,3,https://dblp.org/pid/k/HKleineBuning
https://dblp.org/rec/conf/csl/Buning98,An Upper Bound for Minimal Resolution Refutations.,1999,CSL,https://dblp.org/streams/conf/csl,Publication,1,https://dblp.org/pid/k/HKleineBuning
https://dblp.org/rec/conf/csl/KarpinskiBS87,On the Computational Complexity of Quantified Horn Clauses.,1988,CSL,https://dblp.org/streams/conf/csl,Publication,3,https://dblp.org/pid/k/HKleineBuning
https://dblp.org/rec/conf/csl/0001HKV16,Descriptive Complexity of #AC0 Functions.,2016,CSL,https://dblp.org/streams/conf/csl,Publication,4,https://dblp.org/pid/177/9340
https://dblp.org/rec/conf/scam/PiskachevKB21,SecuCheck: Engineering configurable taint analysis for software developers.,2021,SCAM,https://dblp.org/streams/conf/scam,Publication,3,https://dblp.org/pid/94/5744
https://dblp.org/rec/conf/scam/SchubertSSHB21,Modeling the Effects of Global Variables in Data-Flow Analysis for C/C++.,2021,SCAM,https://dblp.org/streams/conf/scam,Publication,5,https://dblp.org/pid/94/5744
https://dblp.org/rec/conf/scam/KarakayaB21,SootFX: A Static Code Feature Extraction Tool for Java and Android.,2021,SCAM,https://dblp.org/streams/conf/scam,Publication,2,https://dblp.org/pid/94/5744
https://dblp.org/rec/conf/scam/SchubertLHB21,Into the Woods: Experiences from Building a Dataflow Analysis Framework for C/C++.,2021,SCAM,https://dblp.org/streams/conf/scam,Publication,4,https://dblp.org/pid/94/5744
https://dblp.org/rec/conf/scam/KrishnamurthyPB22,To what extent can we analyze Kotlin programs using existing Java taint analysis tools?,2022,SCAM,https://dblp.org/streams/conf/scam,Publication,3,https://dblp.org/pid/94/5744
https://dblp.org/rec/conf/applied/DouS24,Invited Paper: Blockchains made Lightweight: A Median Rule for State Machine Replication.,2024,ApPLIED@PODC,https://dblp.org/streams/conf/applied,Publication,2,https://dblp.org/pid/s/ChristianScheideler
https://dblp.org/rec/conf/cw/RillingWM10,Bridging the Gap Between Didactical Requirements and Technological Challenges in Serious Game Design.,2010,CW,https://dblp.org/streams/conf/cw,Publication,3,https://dblp.org/pid/52/7395
https://dblp.org/rec/conf/cw/Wechselberger08,The Eduventure II. An Approach to Educational Game Design.,2008,CW,https://dblp.org/streams/conf/cw,Publication,1,https://dblp.org/pid/52/7395
https://dblp.org/rec/conf/dexaw/ZieglerMSL05,Secure Profile Management in Smart Home Networks.,2005,DEXA Workshops,https://dblp.org/streams/conf/dexa,Publication,4,https://dblp.org/pid/m/WMuller3
https://dblp.org/rec/conf/dexaw/SauerZ98,Event Processing in Mobile and Active Database Systems Using Broadcasts.,1998,DEXA Workshop,https://dblp.org/streams/conf/dexa,Publication,2,https://dblp.org/pid/07/2093-1
https://dblp.org/rec/conf/dexaw/KlopperPGW08,Domain Spanning Search for the Identification of Solution Patterns for the Conceptual Design of Self-Optimizing Systems.,2008,DEXA Workshops,https://dblp.org/streams/conf/dexa,Publication,4,https://dblp.org/pid/90/4912
https://dblp.org/rec/conf/dexaw/BottcherS05,Embedding XML Schema Constraints in Search-Based Intersection Tests for XPath Query Optimization.,2005,DEXA Workshops,https://dblp.org/streams/conf/dexa,Publication,2,https://dblp.org/pid/b/StBottcher | https://dblp.org/pid/48/5080
https://dblp.org/rec/conf/mmm/HartelD19,How Good Is Good Enough? Establishing Quality Thresholds for the Automatic Text Analysis of Retro-Digitized Comics.,2019,MMM (2),https://dblp.org/streams/conf/mmm,Publication,2,https://dblp.org/pid/48/5080
https://dblp.org/rec/conf/inlg/NgomoRMUS18,BENGAL: An Automatic Benchmark Generator for Entity Recognition and Linking.,2018,INLG,https://dblp.org/streams/conf/inlg,Publication,5,https://dblp.org/pid/65/4336 | https://dblp.org/pid/168/1542
https://dblp.org/rec/conf/inlg/FerreiraMKW18,Enriching the WebNLG corpus.,2018,INLG,https://dblp.org/streams/conf/inlg,Publication,4,https://dblp.org/pid/168/1542
https://dblp.org/rec/conf/chinz/GausemeierFMMF03,AR-based configuration and information retrieval of household appliances on mobile devices.,2003,CHINZ,https://dblp.org/streams/conf/chinz,Publication,5,https://dblp.org/pid/90/4912
https://dblp.org/rec/conf/IEEEssd/WolfS12,15 Gbps communication over an USB3.0 cable and even more.,2012,SSD,https://dblp.org/streams/conf/IEEEssd,Publication,2,https://dblp.org/pid/77/949
https://dblp.org/rec/conf/dlog/GilPPT24,Optimal Alignment of Temporal Knowledge Bases (Extended Abstract).,2024,Description Logics,https://dblp.org/streams/conf/dlog,Publication,4,https://dblp.org/pid/76/3237
https://dblp.org/rec/conf/dlog/Turhan23,Brushing-up DLs to Cope with Imperfect Data (Abstract of Joint DL+NMR Invited Talk).,2023,Description Logics,https://dblp.org/streams/conf/dlog,Publication,1,https://dblp.org/pid/76/3237
